"UCC","AMOUNT","IMPNUM","NEWID","PUB_FLAG","AMOUNT_"
"980070",30008,"4",2825682,"1",
"980070",25390,"5",2825682,"1",
"900000",51553,"1",2825691,"1",
"900000",43117,"2",2825691,"1",
"900000",3042,"3",2825691,"1",
"900000",432,"4",2825691,"1",
"900000",22350,"5",2825691,"1",
"980000",51553,"1",2825691,"1",
"980000",43117,"2",2825691,"1",
"980000",3042,"3",2825691,"1",
"980000",432,"4",2825691,"1",
"980000",22350,"5",2825691,"1",
"980070",51553,"1",2825691,"1",
"980070",43117,"2",2825691,"1",
"980070",3042,"3",2825691,"1",
"980070",432,"4",2825691,"1",
"980070",22350,"5",2825691,"1",
"900000",8255,"1",2825692,"1",
"900000",31240,"2",2825692,"1",
"900000",43451,"3",2825692,"1",
"900000",19054,"4",2825692,"1",
"900000",7810,"5",2825692,"1",
"980000",8255,"1",2825692,"1",
"980000",31240,"2",2825692,"1",
"980000",43451,"3",2825692,"1",
"980000",19054,"4",2825692,"1",
"980000",7810,"5",2825692,"1",
"980070",8255,"1",2825692,"1",
"980070",31240,"2",2825692,"1",
"980070",43451,"3",2825692,"1",
"980070",19054,"4",2825692,"1",
"980070",7810,"5",2825692,"1",
"900000",15897,"1",2825702,"1",
"900000",24759,"2",2825702,"1",
"900000",32140,"3",2825702,"1",
"900000",25963,"4",2825702,"1",
"900000",24302,"5",2825702,"1",
"900120",1200,"1",2825702,"1",
"900120",1200,"2",2825702,"1",
"900120",1200,"3",2825702,"1",
"900120",1200,"4",2825702,"1",
"900120",1200,"5",2825702,"1",
"900150",1200,"1",2825702,"1",
"900150",1200,"2",2825702,"1",
"900150",1200,"3",2825702,"1",
"900150",1200,"4",2825702,"1",
"900150",1200,"5",2825702,"1",
"980000",18297,"1",2825702,"1",
"980000",27159,"2",2825702,"1",
"980000",34540,"3",2825702,"1",
"980000",28363,"4",2825702,"1",
"980000",26702,"5",2825702,"1",
"980070",18297,"1",2825702,"1",
"980070",27159,"2",2825702,"1",
"980070",34540,"3",2825702,"1",
"980070",28363,"4",2825702,"1",
"980070",26702,"5",2825702,"1",
"900000",87085,"1",2825711,"1",
"900000",60360,"2",2825711,"1",
"900000",67916,"3",2825711,"1",
"900000",21964,"4",2825711,"1",
"900000",51560,"5",2825711,"1",
"980000",87085,"1",2825711,"1",
"980000",60360,"2",2825711,"1",
"980000",67916,"3",2825711,"1",
"980000",21964,"4",2825711,"1",
"980000",51560,"5",2825711,"1",
"980070",87085,"1",2825711,"1",
"980070",60360,"2",2825711,"1",
"980070",67916,"3",2825711,"1",
"980070",21964,"4",2825711,"1",
"980070",51560,"5",2825711,"1",
"900000",32576,"1",2825712,"1",
"900000",38747,"2",2825712,"1",
"900000",47684,"3",2825712,"1",
"900000",78060,"4",2825712,"1",
